trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
9,True,"{'a': 0, 'e': 0}",25,0,33.89381179814104,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,-65.7612750679155,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
11,True,"{'a': 0, 'e': 0}",30,4,-0.7670144678693613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
12,True,"{'a': 0, 'e': 0}",20,2,23.388080679369203,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,0,-14.963870298538222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
14,True,"{'a': 0, 'e': 0}",20,6,22.635061195731517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,10,-25.556541964853412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,True,"{'a': 0, 'e': 0}",30,15,26.090690791682533,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,6,-44.25920561866865,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
18,True,"{'a': 0, 'e': 0}",25,5,20.359704443976607,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,10,15.191772126773042,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,17,11.535597740179242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,0,35.65493391920224,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'a': 0, 'e': 0}",30,22,14.348634967005324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,19,8.21094400714358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,4,26.653147403343063,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,0,3.4342785233608293,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",20,0,33.52442690901583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",20,9,17.223014491972258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",30,0,33.71941008921299,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,0,-26.945391602979928,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
30,True,"{'a': 0, 'e': 0}",25,11,-60.08650650261256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
31,True,"{'a': 0, 'e': 0}",25,0,25.61443036575755,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
32,True,"{'a': 0, 'e': 0}",20,0,26.035564592618343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
33,True,"{'a': 0, 'e': 0}",20,0,27.492808476605422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
34,True,"{'a': 0, 'e': 0}",25,6,25.718610773136582,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,16,-84.30886745623887,"{0: 10, 1: 0, 2: 0, 3: 3, 4: 1}",1
36,True,"{'a': 0, 'e': 0}",20,9,7.975874802729235,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,3,-25.822485184817495,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
38,True,"{'a': 0, 'e': 0}",25,2,35.99441940233575,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,0,-14.9097144384125,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
40,True,"{'a': 0, 'e': 0}",20,0,-74.86600963053536,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
41,True,"{'a': 0, 'e': 0}",25,10,26.409333123119424,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,0,-11.246173761343258,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
43,True,"{'a': 0, 'e': 0}",25,14,21.899484455200525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,0,32.220215114500505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
45,True,"{'a': 0, 'e': 0}",25,11,25.531719465959725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,0,35.91681467186392,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",20,0,-83.43492767785683,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
48,True,"{'a': 0, 'e': 0}",25,19,10.690983191342228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,11,-65.3071728095484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
50,True,"{'a': 0, 'e': 0}",25,0,22.989204205813955,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
51,True,"{'a': 0, 'e': 0}",25,5,-9.376296728885947,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
52,True,"{'a': 0, 'e': 0}",20,9,20.012463840247182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,0,-43.649774863740056,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
54,True,"{'a': 0, 'e': 0}",20,15,10.411363058197411,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,3,5.783509033175408,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,0,-35.114968143649456,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
57,True,"{'a': 0, 'e': 0}",20,3,16.778059310644956,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,11,15.828962027150977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,0,1.5793070916658523,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",30,17,19.40517535998665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,14,8.250127838904302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",20,7,3.6641015668179397,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",25,14,18.622113257996226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",20,11,16.27984095189133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,3,30.201677832962776,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",20,1,19.98487514213104,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",35,3,9.522383894240685,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 1}",1
68,True,"{'a': 0, 'e': 0}",30,4,16.42302678918065,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,15,9.493808666625391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,14,10.683648521268235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",30,18,7.832008291212094,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",25,14,-21.18534565871688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
73,True,"{'a': 0, 'e': 0}",25,17,16.832076235762983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,13,13.029581459940342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",30,0,43.17781398901261,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
76,True,"{'a': 0, 'e': 0}",20,15,10.656963218466938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,0,26.0998665717409,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
78,True,"{'a': 0, 'e': 0}",20,3,18.646578139636002,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",30,13,26.58115593033528,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,0,39.47568513304124,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
81,True,"{'a': 0, 'e': 0}",20,0,-37.062784406582274,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
82,True,"{'a': 0, 'e': 0}",25,0,27.391903323197205,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
83,True,"{'a': 0, 'e': 0}",25,20,12.073193241748474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,11,16.771543130584465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,9,9.628018083838153,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",35,17,-49.293183739126306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
87,True,"{'a': 0, 'e': 0}",30,0,-69.45816093838583,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 2}",0
88,True,"{'a': 0, 'e': 0}",30,8,31.462337271793565,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,18,18.416617350202614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,0,27.407720536766256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,True,"{'a': 0, 'e': 0}",25,8,26.497999389136037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",25,7,-14.336732188867284,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
93,True,"{'a': 0, 'e': 0}",25,18,10.978747747341083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",30,12,-9.918096561219487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
95,True,"{'a': 0, 'e': 0}",20,0,28.76658120080315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,True,"{'a': 0, 'e': 0}",20,0,25.71529616357399,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,True,"{'a': 0, 'e': 0}",25,10,28.784264720819586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",20,0,-17.4825967124822,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
99,True,"{'a': 0, 'e': 0}",20,6,9.22426506848684,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",20,9,-22.980624558599946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
